vehicle_make,vehicle_model,vehicle_year,vehicle_vin,vehicle_color,vehicle_price,vehicle_mileage,vehicle_condition,vehicle_transmission,vehicle_fuel_type,vehicle_body_style,vehicle_engine_size,vehicle_drivetrain,vehicle_features,Vehicle_ID,customer_id
Nissan,Armada,2011,4T3BK3BB5FU035852,Purple,37750.39,156223,new,manual,gasoline,sedan,5.2,rear-wheel drive,heated seats, VEH-2488  , CUS-0166  
Ford,Focus,2005,WVGAV3AX4DW831440,Pink,77947.29,109264,certified pre-owned,automatic,gasoline,sedan,3.8,rear-wheel drive,leather seats, VEH-6622  , CUS-3260  
Pontiac,Trans Sport,1997,SCBBP9ZA7BC488713,Yellow,42600.98,183980,new,manual,gasoline,coupe,4.7,front-wheel drive,leather seats, VEH-8006  , CUS-5031  
Maserati,228,1989,WBA3B1G52EN108528,Pink,41153.99,86110,used,automatic,diesel,coupe,2.8,front-wheel drive,navigation system, VEH-6786  , CUS-3819  
Acura,RDX,2007,5GADT13SX52448075,Violet,42747.53,24436,used,automatic,gasoline,coupe,2.9,all-wheel drive,heated seats, VEH-6727  , CUS-2529  
GMC,Safari,1993,KMHFG4JG1EA238803,Maroon,20392.43,7137,certified pre-owned,manual,electric,truck,4.2,front-wheel drive,sunroof, VEH-2006  , CUS-1194  
Ford,F350,1996,SALVP2BG8EH443697,Mauv,58624.36,147573,certified pre-owned,automatic,diesel,coupe,2.5,rear-wheel drive,sunroof, VEH-8354  , CUS-3285  
Volkswagen,Fox,1989,SCFEFBBC0AG368468,Pink,58444.15,106388,used,automatic,diesel,SUV,2.2,rear-wheel drive,heated seats, VEH-2200  , CUS-2323  
Mazda,Miata MX-5,2009,WA1LGAFE2ED720749,Purple,55160.12,126732,new,automatic,diesel,SUV,2.6,front-wheel drive,leather seats, VEH-0533  , CUS-6820  
Audi,A6,2009,4A4JM2AS7AE747032,Red,57506.75,13903,new,automatic,gasoline,SUV,3.4,all-wheel drive,sunroof, VEH-6793  , CUS-6156  
Acura,TL,2001,WBALW7C58CC650674,Red,61284.41,136614,new,manual,gasoline,coupe,2.6,front-wheel drive,leather seats, VEH-8161  , CUS-7975  
Mitsubishi,Galant,1994,WAUWMAFC3EN638692,Yellow,28073.89,98099,certified pre-owned,manual,electric,coupe,1,rear-wheel drive,navigation system, VEH-4922  , CUS-7948  
Ford,Explorer,1998,4T1BK1EB0FU461912,Indigo,42541.54,3467,certified pre-owned,automatic,electric,sedan,5.5,all-wheel drive,navigation system, VEH-5116  , CUS-8251  
Audi,V8,1994,WBS3C9C59FJ043571,Indigo,86764.11,118564,new,automatic,diesel,sedan,4.2,front-wheel drive,navigation system, VEH-8038  , CUS-3798  
Toyota,Celica,1976,SCFAB02A77G844494,Pink,16237.93,132094,certified pre-owned,automatic,gasoline,truck,1.8,rear-wheel drive,navigation system, VEH-5447  , CUS-2305  
Mazda,MPV,1989,5GAKVBED4BJ434714,Red,90203.43,71714,new,automatic,electric,truck,4.3,front-wheel drive,navigation system, VEH-7382  , CUS-5390  
BMW,3 Series,2003,JM1GJ1T66F1027675,Crimson,5401.69,125848,used,automatic,electric,sedan,4.6,front-wheel drive,leather seats, VEH-7015  , CUS-4045  
Dodge,Spirit,1992,YV4852CZ7A1843521,Turquoise,60649.67,146162,used,manual,gasoline,coupe,5.8,rear-wheel drive,leather seats, VEH-2985  , CUS-5648  
Spyker,C8 Spyder,2004,1GD311CG2FF521571,Red,11593.48,196826,new,automatic,gasoline,truck,2,all-wheel drive,sunroof, VEH-9813  , CUS-8768  
Land Rover,Defender 110,1993,5N1AA0ND9FN946375,Orange,55312.02,76212,used,manual,diesel,truck,3.1,front-wheel drive,sunroof, VEH-4640  , CUS-8912  
Volkswagen,rio,2000,WAUSH94F97N955815,Fuscia,79153.11,56528,new,manual,diesel,coupe,3.4,front-wheel drive,sunroof, VEH-4213  , CUS-7785  
Mercedes-Benz,E-Class,1988,2T1KU4EEXBC952764,Blue,7912.27,143037,certified pre-owned,automatic,electric,truck,2.1,all-wheel drive,sunroof, VEH-6859  , CUS-5311  
BMW,6 Series,2005,3C6JD6DT7CG330242,Violet,70552.93,77758,certified pre-owned,automatic,electric,sedan,4.7,front-wheel drive,heated seats, VEH-7616  , CUS-2400  
Toyota,4Runner,1994,WUALNAFG9EN779999,Khaki,39976.29,135557,new,manual,electric,SUV,2.6,rear-wheel drive,leather seats, VEH-8663  , CUS-7371  
GMC,Yukon XL 2500,2002,JN8AF5MR3ET007009,Violet,9493.27,65929,certified pre-owned,automatic,gasoline,sedan,5.3,front-wheel drive,leather seats, VEH-5620  , CUS-1570  
Mazda,Mazda3,2005,WAUFGBFBXBN940674,Red,77894.14,119456,certified pre-owned,automatic,diesel,coupe,2.7,rear-wheel drive,sunroof, VEH-5505  , CUS-6772  
Aston Martin,DB9,2010,1N6AA0CA1BN651078,Pink,76775.49,158473,new,manual,diesel,coupe,3.4,rear-wheel drive,sunroof, VEH-8877  , CUS-9316  
Suzuki,Grand Vitara,2000,SCBCR73W47C718870,Red,19193.93,34374,new,manual,gasoline,truck,1.2,rear-wheel drive,sunroof, VEH-6033  , CUS-2413  
Honda,Insight,2005,1G6DS5E39C0824808,Goldenrod,16169.07,163527,new,manual,electric,coupe,5.3,all-wheel drive,navigation system, VEH-9054  , CUS-4420  
Jeep,Wrangler,2007,1FMJK1H53CE927563,Green,93229.04,188989,certified pre-owned,automatic,gasoline,truck,1.9,all-wheel drive,navigation system, VEH-1055  , CUS-5441  
GMC,Envoy XL,2002,WBAET37445N743338,Turquoise,94728.88,83897,used,manual,gasoline,coupe,5.6,rear-wheel drive,leather seats, VEH-2205  , CUS-7857  
Mitsubishi,Challenger,2003,WAUAFAFL1CN022684,Maroon,64954.72,97045,certified pre-owned,automatic,gasoline,sedan,1.2,all-wheel drive,sunroof, VEH-7353  , CUS-1187  
Suzuki,SJ 410,1986,3VWJX7AJ7AM434945,Fuscia,68308.82,160259,used,manual,gasoline,coupe,1.3,front-wheel drive,sunroof, VEH-1934  , CUS-6067  
Volkswagen,Rabbit,2008,2G4GR5ER3D9269982,Mauv,17453.19,65451,new,manual,diesel,truck,5.3,all-wheel drive,navigation system, VEH-9145  , CUS-6738  
Chevrolet,G-Series G10,1995,19XFB2F52EE421719,Green,85071.56,80342,used,automatic,electric,SUV,5.9,all-wheel drive,heated seats, VEH-3797  , CUS-0506  
Volkswagen,Golf,2010,5NPEB4ACXEH921670,Fuscia,16405.97,139404,certified pre-owned,automatic,gasoline,sedan,4.5,front-wheel drive,leather seats, VEH-6359  , CUS-0090  
Chevrolet,Sportvan G20,1992,WBAYF4C55ED004381,Green,10779.74,60467,used,manual,electric,sedan,3.2,front-wheel drive,sunroof, VEH-0864  , CUS-2514  
Chevrolet,Suburban 1500,2000,1G6DP5E36D0219454,Turquoise,86694.49,111817,used,automatic,gasoline,truck,2.8,front-wheel drive,sunroof, VEH-3380  , CUS-9455  
Plymouth,Reliant,1981,2C3CDXDT9DH724984,Mauv,83078.94,13910,new,manual,diesel,truck,4.5,front-wheel drive,heated seats, VEH-9667  , CUS-4441  
Oldsmobile,88,1997,3G5DA03L87S093638,Crimson,61729.41,163568,used,automatic,gasoline,SUV,2.4,front-wheel drive,leather seats, VEH-3043  , CUS-8883  
Honda,Odyssey,1995,1GYS4AEF8BR379919,Green,25703.43,20911,new,automatic,diesel,coupe,5.6,front-wheel drive,navigation system, VEH-0786  , CUS-3991  
Ford,Escort,1992,3GYT4NEF2CG314044,Teal,48311.33,104431,new,automatic,electric,SUV,4.4,front-wheel drive,leather seats, VEH-7599  , CUS-0292  
Cadillac,DeVille,1994,1GD010CG3BF332905,Red,15211.54,186313,certified pre-owned,automatic,electric,truck,2.8,rear-wheel drive,sunroof, VEH-1012  , CUS-0016  
Volvo,V70,2010,KL4CJCSB2EB829166,Fuscia,87323.19,52011,used,automatic,electric,truck,3.6,front-wheel drive,heated seats, VEH-5616  , CUS-2637  
Pontiac,Firefly,1986,WAUAH68D01A715229,Maroon,83858.46,83709,certified pre-owned,manual,electric,sedan,3.4,all-wheel drive,leather seats, VEH-4659  , CUS-4039  
Cadillac,SRX,2012,WAUKD98P16A276285,Orange,95653.83,135182,new,automatic,diesel,sedan,1.4,all-wheel drive,heated seats, VEH-6187  , CUS-5418  
Kia,Sorento,2004,5YMGY0C57D0489394,Blue,99375.67,79084,used,automatic,electric,SUV,6,rear-wheel drive,heated seats, VEH-7243  , CUS-0249  
Mercury,Mystique,1999,1GYS4EEJ3BR842013,Green,71672.97,145860,certified pre-owned,automatic,diesel,sedan,5,all-wheel drive,navigation system, VEH-4034  , CUS-3602  
Ford,Escort,1992,5GAKRBED3CJ544093,Teal,31677.25,194314,new,automatic,gasoline,SUV,3.7,all-wheel drive,heated seats, VEH-8973  , CUS-7346  
Porsche,Cayenne,2009,1GYUCEEJXAR249632,Purple,41518.47,44478,new,manual,electric,sedan,4.4,rear-wheel drive,navigation system, VEH-7921  , CUS-5432  
Maybach,57S,2005,3GYFNFEY9BS780843,Crimson,46799.83,115089,used,automatic,gasoline,SUV,3.6,all-wheel drive,navigation system, VEH-9737  , CUS-6235  
BMW,X5,2004,1GYFC26289R892362,Crimson,81532.49,97027,certified pre-owned,manual,electric,coupe,1.5,rear-wheel drive,navigation system, VEH-4112  , CUS-1750  
Aptera,Typ-1,2008,WAULT68E65A405205,Aquamarine,17116.87,152750,certified pre-owned,manual,diesel,sedan,3.9,rear-wheel drive,sunroof, VEH-9770  , CUS-8205  
BMW,8 Series,1992,2LMHJ5ARXAB690978,Purple,18516.91,160728,certified pre-owned,automatic,gasoline,truck,2.2,front-wheel drive,navigation system, VEH-1684  , CUS-4214  
Dodge,Viper RT/10,1994,3MZBM1U73EM148090,Maroon,56425.43,63284,used,manual,electric,sedan,4.2,rear-wheel drive,leather seats, VEH-4009  , CUS-4084  
Chrysler,Town & Country,2007,WBALL5C56EP200076,Pink,50640.25,93109,new,automatic,diesel,coupe,2.4,front-wheel drive,heated seats, VEH-1724  , CUS-5813  
Mercury,Capri,1984,4JGDA2EB4CA529868,Red,60370.05,4748,new,manual,diesel,truck,4.5,all-wheel drive,sunroof, VEH-2354  , CUS-5169  
Kia,Sorento,2008,KL4CJDSB1EB717903,Aquamarine,5129.83,61192,used,automatic,gasoline,truck,2.9,all-wheel drive,heated seats, VEH-6067  , CUS-4363  
Mercury,Grand Marquis,2008,3C3CFFBRXET582858,Red,67796.05,35912,used,automatic,gasoline,sedan,2.7,front-wheel drive,navigation system, VEH-6632  , CUS-4908  
Ford,F250,1998,1G6YV34A345733048,Goldenrod,32958.46,125188,used,automatic,electric,truck,1,front-wheel drive,navigation system, VEH-6177  , CUS-2585  
Hyundai,Tucson,2007,1FTSW2A5XAE584776,Purple,91609.53,167177,certified pre-owned,automatic,gasoline,sedan,1.7,rear-wheel drive,sunroof, VEH-4176  , CUS-1917  
Kia,Amanti,2008,3D7JB1ET7BG483899,Green,29031.8,193015,certified pre-owned,automatic,gasoline,coupe,4,front-wheel drive,leather seats, VEH-1776  , CUS-2993  
Acura,RDX,2010,1FT7W2A62EE005543,Indigo,72925.2,107673,certified pre-owned,automatic,electric,coupe,5.6,front-wheel drive,navigation system, VEH-7890  , CUS-5249  
Infiniti,G25,2012,WBA1K5C56FV431048,Pink,35708.73,51964,used,manual,gasoline,SUV,1.4,all-wheel drive,navigation system, VEH-3845  , CUS-0259  
Nissan,Maxima,2001,WAUPL68EX4A806899,Pink,10032.5,1749,used,manual,electric,sedan,3.7,front-wheel drive,navigation system, VEH-1853  , CUS-6059  
Ford,Focus,2007,3VW217AU0FM449049,Green,49232.84,103294,new,manual,gasoline,coupe,2.4,rear-wheel drive,sunroof, VEH-7772  , CUS-2142  
Mercedes-Benz,SL65 AMG,2006,JTDKTUD37ED809135,Pink,16398.48,19859,used,automatic,diesel,truck,2.8,rear-wheel drive,sunroof, VEH-4634  , CUS-0076  
Plymouth,Voyager,1994,WAUYGBFC6DN834565,Violet,26847.36,140437,used,manual,diesel,truck,4.4,rear-wheel drive,heated seats, VEH-3096  , CUS-2665  
Infiniti,G37,2008,1G6DM5E39D0756800,Mauv,50052.39,133,certified pre-owned,automatic,electric,truck,4.7,front-wheel drive,heated seats, VEH-9288  , CUS-7825  
GMC,2500,1996,5UXZV4C54BL989752,Goldenrod,95692.49,162000,used,automatic,diesel,sedan,1.7,all-wheel drive,navigation system, VEH-8287  , CUS-2743  
Ford,Tempo,1989,SCBBR9ZA2CC582820,Violet,14290.59,189824,used,manual,gasoline,SUV,4.1,rear-wheel drive,sunroof, VEH-0586  , CUS-5187  
Infiniti,QX,2004,WBA3R1C55FK098680,Orange,77931.59,108983,new,automatic,electric,SUV,1.8,rear-wheel drive,navigation system, VEH-3809  , CUS-2503  
Ferrari,612 Scaglietti,2009,5UMDU93496L022512,Crimson,36228.29,114135,used,manual,electric,SUV,1.3,rear-wheel drive,navigation system, VEH-9199  , CUS-0757  
Ford,LTD,1984,1GYS4GEF6DR608801,Green,98865.33,128433,used,manual,gasoline,coupe,3.2,rear-wheel drive,heated seats, VEH-8233  , CUS-6756  
BMW,5 Series,2012,WBA3V9C58FP101942,Turquoise,21733.26,99479,certified pre-owned,automatic,gasoline,coupe,2.6,front-wheel drive,sunroof, VEH-5993  , CUS-3120  
Pontiac,Firefly,1987,JH4DC54854S648657,Fuscia,51816.21,50281,new,manual,diesel,SUV,5.9,front-wheel drive,heated seats, VEH-7986  , CUS-8626  
Volvo,XC70,2009,WVGEG9BP9CD262107,Green,32534.63,154099,certified pre-owned,manual,electric,coupe,5.4,all-wheel drive,navigation system, VEH-9171  , CUS-2984  
Mitsubishi,Expo,1992,3D7LP2ET1BG542994,Red,87391.39,30342,new,manual,electric,coupe,3.9,rear-wheel drive,heated seats, VEH-7307  , CUS-2211  
GMC,Savana 2500,2002,1D7RB1CP6AS158533,Fuscia,66401.02,144121,certified pre-owned,manual,diesel,sedan,3.5,rear-wheel drive,leather seats, VEH-4695  , CUS-8640  
Ford,F150,2001,WVGAV7AX1FW529176,Puce,75079.33,977,used,automatic,diesel,sedan,5,rear-wheel drive,navigation system, VEH-3587  , CUS-9376  
Pontiac,Fiero,1985,WAULC58E05A652424,Red,12071.02,38785,used,automatic,diesel,SUV,3.1,all-wheel drive,leather seats, VEH-0636  , CUS-1695  
Mazda,MX-6,1995,4A31K2DF7BE955356,Teal,25174.81,87547,new,manual,electric,truck,2.5,rear-wheel drive,leather seats, VEH-5596  , CUS-5341  
Mitsubishi,Eclipse,1993,SALFP2BG8FH062390,Puce,16860.26,78477,used,automatic,diesel,sedan,5.3,all-wheel drive,navigation system, VEH-3725  , CUS-7262  
Dodge,Caravan,1993,WBANB335X5B129610,Goldenrod,45879.65,84294,certified pre-owned,automatic,diesel,sedan,4.7,all-wheel drive,heated seats, VEH-8769  , CUS-9305  
Subaru,Forester,2012,1LNHL9FT4FG892281,Orange,70853.75,163810,new,automatic,diesel,SUV,4,front-wheel drive,sunroof, VEH-1052  , CUS-7859  
Buick,Electra,1989,YV126MFJ5F1673944,Pink,26525.98,73266,certified pre-owned,manual,gasoline,SUV,1.9,rear-wheel drive,navigation system, VEH-1448  , CUS-7314  
Cadillac,Allante,1993,WAUMFAFL2BN692126,Khaki,28126.08,37369,used,manual,gasoline,SUV,2.3,rear-wheel drive,sunroof, VEH-0701  , CUS-2818  
Dodge,Stratus,1997,5N1AA0NC4FN399345,Yellow,28556.5,119372,used,automatic,electric,SUV,2.6,rear-wheel drive,sunroof, VEH-7999  , CUS-1716  
Ford,Ranger,1985,19UUA65565A248035,Teal,51969.81,45504,certified pre-owned,automatic,electric,SUV,2.1,front-wheel drive,sunroof, VEH-9863  , CUS-2580  
Chevrolet,Silverado 2500,2004,WDDHF5KB4EA782176,Purple,92894.55,82669,used,manual,gasoline,truck,3.9,rear-wheel drive,sunroof, VEH-0432  , CUS-9262  
Plymouth,Breeze,1998,SAJWJ2GD0F8852209,Fuscia,33121.2,116296,used,manual,diesel,coupe,3,front-wheel drive,navigation system, VEH-2187  , CUS-7509  
MINI,Cooper,2002,5N1AR2MMXEC153800,Goldenrod,95495.76,145846,used,manual,electric,truck,4.7,all-wheel drive,leather seats, VEH-1949  , CUS-9278  
Volkswagen,Eurovan,2001,SAJWA4EB1EL728958,Mauv,10565.92,3062,certified pre-owned,manual,gasoline,sedan,2.8,all-wheel drive,navigation system, VEH-6215  , CUS-0181  
Saab,3-Sep,2006,5YMGZ0C53DL287633,Red,59087.58,4189,new,automatic,electric,sedan,3.3,all-wheel drive,heated seats, VEH-5096  , CUS-4822  
Pontiac,Firebird,1969,3GYFK66N93G701916,Orange,49910.92,165717,used,manual,gasoline,truck,2.2,all-wheel drive,heated seats, VEH-0840  , CUS-0434  
Honda,Accord,2000,3MZBM1U75EM117827,Pink,36274.8,66563,certified pre-owned,automatic,diesel,sedan,3.7,rear-wheel drive,heated seats, VEH-7477  , CUS-7699  
Ford,F-Series Super Duty,2011,3MZBM1U76EM077502,Green,69583.46,113198,certified pre-owned,automatic,gasoline,coupe,1.2,all-wheel drive,heated seats, VEH-1863  , CUS-3222  
Dodge,D250 Club,1993,WAUSF78E86A472849,Red,6592.99,103618,certified pre-owned,manual,diesel,sedan,4.3,all-wheel drive,leather seats, VEH-6002  , CUS-6578  
Honda,Ridgeline,2010,SCBET9ZA9F8598583,Fuscia,29070.05,185360,new,automatic,gasoline,coupe,4.1,all-wheel drive,navigation system, VEH-3703  , CUS-4909  
Volvo,V50,2006,WDDHF0EB6EB944155,Maroon,77018.64,89770,certified pre-owned,manual,gasoline,SUV,2.5,all-wheel drive,leather seats, VEH-2671  , CUS-3601  
Honda,Element,2009,WBAWB73567P796532,Khaki,28065,167361,certified pre-owned,manual,gasoline,truck,3.4,all-wheel drive,leather seats, VEH-4655  , CUS-0250  
Toyota,Tacoma,2011,JTHBE1D23E5861662,Khaki,9014,14923,new,automatic,electric,truck,1.6,all-wheel drive,navigation system, VEH-5622  , CUS-3996  
Chevrolet,Camaro,1981,WAUVT64B52N363215,Crimson,71347.95,90533,used,automatic,electric,SUV,1.3,all-wheel drive,navigation system, VEH-3690  , CUS-5117  
Volkswagen,Golf III,1994,1G4CU541524993214,Orange,65371.37,114199,used,automatic,electric,SUV,1.2,front-wheel drive,leather seats, VEH-8770  , CUS-2023  
Land Rover,Range Rover Sport,2007,2C3CCABG6CH321629,Violet,93902.15,131965,used,automatic,electric,SUV,4.9,rear-wheel drive,navigation system, VEH-5293  , CUS-6226  
Mitsubishi,Mighty Max,1994,1G4PP5SK2E4773523,Turquoise,84033.74,68604,certified pre-owned,automatic,diesel,truck,4.7,all-wheel drive,navigation system, VEH-6403  , CUS-9405  
Ford,Probe,1995,3D7TP2CT9AG520288,Pink,49956.11,78188,used,automatic,diesel,SUV,1,all-wheel drive,heated seats, VEH-6873  , CUS-5760  
Jeep,Liberty,2010,SAJWA4EC3BM485636,Red,32135.19,67946,used,manual,diesel,truck,3.8,rear-wheel drive,sunroof, VEH-2038  , CUS-6738  
Jeep,Cherokee,1994,WAUSG94F29N705886,Khaki,35887.2,67768,used,manual,gasoline,coupe,4.7,all-wheel drive,navigation system, VEH-0008  , CUS-2452  
GMC,Vandura G2500,1995,1G6DM57N730623644,Goldenrod,78563.07,31159,new,automatic,electric,coupe,1.4,rear-wheel drive,heated seats, VEH-8787  , CUS-2032  
Chevrolet,Equinox,2011,KMHCM3AC3BU928100,Purple,56375.82,150116,new,manual,electric,SUV,5.2,all-wheel drive,heated seats, VEH-1566  , CUS-3132  
BMW,8 Series,1992,SCBCU8ZA7AC660664,Violet,56331.95,183628,new,automatic,gasoline,truck,3.2,front-wheel drive,navigation system, VEH-4962  , CUS-6119  
Oldsmobile,Silhouette,1995,1N4AA5AP6CC103409,Turquoise,47307.77,10137,new,manual,gasoline,sedan,4,all-wheel drive,navigation system, VEH-6675  , CUS-1276  
Toyota,Tundra,2012,1G6KD57YX5U815587,Teal,54164.72,91601,used,manual,electric,SUV,2.8,rear-wheel drive,navigation system, VEH-8707  , CUS-6241  
Hyundai,Elantra,1998,1C3CDWDA9CD580972,Turquoise,91461.83,184705,used,manual,gasoline,coupe,5.1,all-wheel drive,leather seats, VEH-9985  , CUS-6369  
Chrysler,Concorde,2001,1C3CDFCB5ED806213,Purple,56841.51,23673,new,manual,electric,coupe,3.7,all-wheel drive,sunroof, VEH-4764  , CUS-1979  
Cadillac,Escalade ESV,2003,1G4PR5SK6F4792278,Teal,11537.2,82649,new,automatic,diesel,truck,1.4,all-wheel drive,sunroof, VEH-1802  , CUS-7566  
Audi,S5,2008,2G4GU5GX0E9515382,Green,39405.64,199504,certified pre-owned,automatic,diesel,SUV,2.1,front-wheel drive,sunroof, VEH-1636  , CUS-3878  
Volvo,S80,2010,WBAWC33528P608287,Turquoise,54499.23,105699,certified pre-owned,automatic,electric,truck,4.1,front-wheel drive,heated seats, VEH-3207  , CUS-4584  
Ford,Bronco II,1987,1GYUCDEF4AR729915,Pink,66588.03,161285,used,manual,gasoline,SUV,3.6,front-wheel drive,heated seats, VEH-6493  , CUS-2148  
Ford,Crown Victoria,2005,WA1CGBFE0ED821570,Khaki,98543.22,130967,used,manual,diesel,SUV,5,rear-wheel drive,leather seats, VEH-1919  , CUS-3555  
Ford,Explorer Sport Trac,2005,WBSDE93443C939430,Teal,53226,113173,used,automatic,electric,truck,5.4,rear-wheel drive,heated seats, VEH-4037  , CUS-3722  
Ford,Econoline E350,1996,5BZBF0AA7FN821316,Goldenrod,62946.42,22319,certified pre-owned,automatic,diesel,coupe,2.2,rear-wheel drive,sunroof, VEH-0232  , CUS-5563  
Ford,Flex,2009,1FTWW3B55AE960497,Indigo,9187.95,94861,used,automatic,electric,truck,3,front-wheel drive,heated seats, VEH-6185  , CUS-4028  
Buick,LeSabre,1993,WBAYA8C5XED032165,Red,25990.48,105220,new,manual,gasoline,coupe,1.6,rear-wheel drive,leather seats, VEH-3199  , CUS-1991  
Chevrolet,Blazer,2003,1N6AA0CA3DN850202,Turquoise,81203.55,181647,used,automatic,gasoline,sedan,2.6,front-wheel drive,sunroof, VEH-4835  , CUS-5430  
Toyota,Celica,1976,KL4CJBSB3DB164285,Pink,79577.43,60377,used,manual,gasoline,SUV,3.9,all-wheel drive,navigation system, VEH-1937  , CUS-8060  
Suzuki,Equator,2012,WBXPA93426W892016,Teal,23555.6,136611,new,automatic,electric,truck,4.8,rear-wheel drive,heated seats, VEH-3825  , CUS-7519  
Dodge,Ram Van B250,1993,WBA3N9C56EF357324,Turquoise,95053.63,197863,certified pre-owned,manual,electric,sedan,5.3,rear-wheel drive,leather seats, VEH-2995  , CUS-8666  
Jeep,Wrangler,2009,WAUBFAFL2CN182299,Aquamarine,58730.79,38156,used,automatic,diesel,truck,3.7,front-wheel drive,leather seats, VEH-9750  , CUS-3450  
Maserati,Spyder,1990,WAUEG94F16N433081,Yellow,36843.27,63873,new,manual,diesel,coupe,2.6,front-wheel drive,sunroof, VEH-9620  , CUS-2262  
Pontiac,LeMans,1993,1G4HG5EMXAU636955,Fuscia,96968.66,102716,new,manual,diesel,coupe,1,front-wheel drive,heated seats, VEH-1074  , CUS-4832  
Audi,A4,2008,2G4GP5EC1B9980692,Pink,19376.05,63624,new,automatic,electric,sedan,5.6,rear-wheel drive,navigation system, VEH-6374  , CUS-6201  
GMC,Sierra 1500,2001,JN1AJ0HP8AM512833,Aquamarine,63411.5,58521,used,manual,electric,sedan,4.7,front-wheel drive,heated seats, VEH-7545  , CUS-5412  
Ferrari,430 Scuderia,2008,WBAUP73539V010256,Aquamarine,7447.97,64254,certified pre-owned,manual,gasoline,coupe,2.7,rear-wheel drive,heated seats, VEH-2719  , CUS-9049  
Oldsmobile,88,1992,SALAG2D41BA143957,Turquoise,99321.58,164873,new,manual,electric,truck,1.5,rear-wheel drive,leather seats, VEH-9459  , CUS-0863  
Eagle,Talon,1996,3VW4A7AT3DM950692,Purple,75596.21,15652,certified pre-owned,automatic,electric,SUV,1.2,rear-wheel drive,navigation system, VEH-5642  , CUS-1060  
Spyker,C8,2007,3VW517AT9FM019511,Violet,87284.47,132219,used,automatic,gasoline,truck,5.9,front-wheel drive,sunroof, VEH-8279  , CUS-9015  
Mitsubishi,Outlander,2012,2LMHJ5FK4FB406389,Maroon,54945.11,104721,new,manual,diesel,coupe,2.7,all-wheel drive,navigation system, VEH-1801  , CUS-2811  
Ford,Transit Connect,2012,JN8AZ2NC8B9671279,Turquoise,76416.15,78288,used,manual,gasoline,sedan,5.5,all-wheel drive,heated seats, VEH-8971  , CUS-2055  
Bentley,Continental,2010,JM1GJ1T61F1033660,Violet,32792.28,7742,new,automatic,gasoline,SUV,3.4,front-wheel drive,navigation system, VEH-0671  , CUS-1334  
Chevrolet,Silverado,2008,1FMJK1HT7FE056654,Crimson,92696.96,94409,certified pre-owned,automatic,gasoline,SUV,4.4,front-wheel drive,sunroof, VEH-9727  , CUS-4053  
Maserati,Spyder,2005,3VW517AT8FM305334,Turquoise,76417.38,189201,used,manual,gasoline,sedan,1.8,all-wheel drive,leather seats, VEH-6479  , CUS-3120  
Mercedes-Benz,CL-Class,2002,TRUTC28N011164088,Goldenrod,17407.89,112700,used,manual,diesel,coupe,5.5,rear-wheel drive,navigation system, VEH-4411  , CUS-5535  
Honda,Civic,2008,JTDKTUD39DD834343,Yellow,98075.96,103911,used,manual,gasoline,sedan,5.6,front-wheel drive,heated seats, VEH-6231  , CUS-9490  
Mazda,B-Series,1999,1G6DH577090965810,Fuscia,87944.03,143987,used,automatic,electric,truck,5.4,all-wheel drive,heated seats, VEH-2363  , CUS-3940  
Mitsubishi,Precis,1994,2FMDK3AK8CB452805,Blue,52226.05,113793,certified pre-owned,automatic,gasoline,coupe,5.8,front-wheel drive,leather seats, VEH-5913  , CUS-2083  
Ford,Taurus,1996,19VDE1F39DE204909,Violet,57969.91,164612,certified pre-owned,automatic,gasoline,coupe,5.5,front-wheel drive,navigation system, VEH-4598  , CUS-3644  
Mazda,RX-8,2005,WBA6A0C56FD186513,Goldenrod,34253.2,193248,certified pre-owned,automatic,diesel,sedan,2.9,rear-wheel drive,navigation system, VEH-6864  , CUS-9183  
Land Rover,Range Rover Sport,2007,1N4AL2APXAN521207,Indigo,23406.01,77847,used,manual,electric,SUV,3.3,rear-wheel drive,leather seats, VEH-5050  , CUS-7987  
Kia,Spectra,2007,5J8TB185X7A508429,Fuscia,39067.37,126297,certified pre-owned,manual,gasoline,SUV,2,rear-wheel drive,navigation system, VEH-5982  , CUS-0395  
Mazda,929,1994,KL4CJFSB0FB515969,Fuscia,70120.47,89342,certified pre-owned,automatic,diesel,SUV,5.6,rear-wheel drive,heated seats, VEH-5927  , CUS-7292  
Jeep,Grand Cherokee,2007,5TDBW5G11DS689813,Yellow,64692.35,164680,new,automatic,electric,sedan,4.3,front-wheel drive,sunroof, VEH-7311  , CUS-1630  
Honda,Element,2008,2D4RN7DG4BR031532,Mauv,13443.48,111258,new,automatic,electric,sedan,2.9,all-wheel drive,navigation system, VEH-5153  , CUS-7461  
Chevrolet,Lumina,1997,2T2BK1BA3AC361515,Blue,69451.46,20995,used,manual,diesel,coupe,3.1,rear-wheel drive,leather seats, VEH-9325  , CUS-4045  
Lexus,SC,2009,1FTWX3B5XAE942476,Crimson,43420.82,4748,used,automatic,electric,sedan,5.6,all-wheel drive,leather seats, VEH-8412  , CUS-7570  
Toyota,Prius,2008,KMHTC6AD3DU720105,Green,54140.24,138285,certified pre-owned,manual,gasoline,coupe,1.4,all-wheel drive,navigation system, VEH-3736  , CUS-7171  
Volkswagen,Cabriolet,1990,1G6DJ5ED6B0553734,Goldenrod,36031.24,57230,certified pre-owned,manual,diesel,truck,4.3,rear-wheel drive,heated seats, VEH-0975  , CUS-3143  
